battery_nb,datetime,charge_nb,voltage_measured,current_measured,temperature_measured,current_charge,voltage_charge,ambiant_temp,sample_step,total_step,discharge_nb,capacity,end_of_cc_step,rolling_capacity,interpolated_capacity
5.0,2008-04-02 18:55:11.265,2.0,4.206545913593466,0.05703574229189731,24.68136354287935,0.057,4.25,24.0,826.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 19:01:19.609,2.0,4.206024255117516,0.045971513305475005,24.64778669137423,0.046,4.245,24.0,845.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 19:07:45.046,2.0,4.205569844975628,0.03533940413059423,24.60498257668089,0.035,4.24,24.0,864.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 19:14:02.562,2.0,4.206209377164407,0.03530791966193583,24.573400516167386,0.034,4.24,24.0,883.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 19:20:12.593,2.0,4.206893612358891,0.03130738401646393,24.559933997833646,0.032,4.24,24.0,901.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 19:26:46.515,2.0,4.129067380893228,0.0028542961022493467,24.868050200568277,-0.002,0.003,24.0,920.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 19:30:05.437,2.0,4.188030037138739,0.0005330982049326946,25.06090531997886,0.0,0.003,24.0,930.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 19:33:07.984,2.0,4.189061841085507,-0.00183322363389314,24.949952033579347,0.0,0.003,24.0,939.0,940.0,0.0,0.0,0.0,1.846327249719927,1.846327249719927
5.0,2008-04-02 21:21:05.984,3.0,3.9897251374580343,1.5112202839116373,26.73698203609919,1.498,4.726,24.0,327.0,937.0,0.0,0.0,190.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 21:46:08.218,3.0,4.168264013736181,1.513251086459232,28.53597938279591,1.5,4.904,24.0,486.0,937.0,0.0,0.0,190.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 22:24:02.015,3.0,4.2059179872686805,0.2679430461211889,25.992464065181572,0.263,4.348,24.0,655.0,937.0,0.0,0.0,190.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:12:28.781,3.0,4.206544828879041,0.05705770344548427,24.77603018105788,0.057,4.25,24.0,824.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:18:15.968,3.0,4.206166725254888,0.04357816782284917,24.73991700242275,0.046,4.245,24.0,842.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:24:39.265,3.0,4.205600572995709,0.03150430558993919,24.691685209670307,0.035,4.24,24.0,861.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:31:01.874,3.0,4.20614284904407,0.03303518800114161,24.65824567914664,0.034,4.24,24.0,880.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:37:37.499,3.0,4.207237775978355,0.032928886758774124,24.624157516006218,0.032,4.24,24.0,899.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:43:58.999,3.0,4.184397229220335,-0.0004985694745516478,25.24946336504276,0.0,0.003,24.0,917.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:47:20.343,3.0,4.187019632953061,-0.0022796679073171433,25.096331427117562,0.0,0.003,24.0,927.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-02 23:50:25.359,3.0,4.187398225806162,0.002276557986264604,24.977085475273373,0.0,0.003,24.0,936.0,937.0,0.0,0.0,0.0,1.8353491942234077,1.8353491942234077
5.0,2008-04-03 01:37:56.342,4.0,3.9886090622914225,1.5106522117064773,26.67382559929045,1.5,4.726,24.0,326.0,933.0,0.0,0.0,190.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 02:02:45.983,4.0,4.167152073653339,1.5125632261937996,28.45328212193259,1.498,4.904,24.0,484.0,933.0,0.0,0.0,190.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 02:40:16.624,4.0,4.205355159850725,0.2655676257238956,25.92870495120818,0.263,4.348,24.0,652.0,933.0,0.0,0.0,190.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 03:28:07.764,4.0,4.2063418600089575,0.05561614019738774,24.689920697036115,0.057,4.25,24.0,820.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 03:34:11.624,4.0,4.206166090402059,0.04539249699648927,24.633754090949715,0.046,4.245,24.0,839.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 03:40:12.467,4.0,4.205716846251859,0.03671609667148287,24.606071705199962,0.035,4.24,24.0,857.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 03:46:37.264,4.0,4.206151522667533,0.03327259066934347,24.559335868700575,0.034,4.24,24.0,876.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 03:53:08.327,4.0,4.206862680339278,0.032497908541701745,24.535338353704084,0.032,4.24,24.0,895.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 03:59:33.655,4.0,4.180915717222459,-0.001237298119336284,25.177633447095765,0.0,0.003,24.0,913.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 04:02:53.436,4.0,4.1874815013972455,-0.00022336229334731086,25.006428068080684,-0.002,0.003,24.0,923.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 04:05:56.561,4.0,4.188054956074227,-0.0008619592833492561,24.89522226435173,0.0,0.003,24.0,932.0,933.0,0.0,0.0,0.0,1.8352625275821128,1.8352625275821128
5.0,2008-04-03 05:53:14.187,5.0,3.9878885538929567,1.5099513590853144,26.573639290853933,1.498,4.726,24.0,327.0,937.0,0.0,0.0,190.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 06:18:17.296,5.0,4.169757667833246,1.5105595459349659,28.386680084926805,1.5,4.91,24.0,486.0,937.0,0.0,0.0,190.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 06:56:11.343,5.0,4.206182972055756,0.2668662482994214,25.785904235480093,0.262,4.348,24.0,655.0,937.0,0.0,0.0,190.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 07:44:40.015,5.0,4.205814372019166,0.04872514869421022,24.604786684908774,0.046,4.245,24.0,824.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 07:50:28.875,5.0,4.206471669010333,0.04476317346914985,24.520265434035366,0.045,4.245,24.0,842.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 07:56:53.890,5.0,4.206008849920511,0.03671782446932125,24.490837209302924,0.034,4.24,24.0,861.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 08:03:17.937,5.0,4.206223761937052,0.036144325435185996,24.466721205539606,0.032,4.24,24.0,880.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 08:09:55.109,5.0,4.206732652600638,0.021452789767911283,24.4217052721979,0.021,4.234,24.0,899.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 08:16:15.468,5.0,4.187206246688908,0.0031453272072405627,24.87912253838441,0.0,0.003,24.0,917.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 08:19:38.296,5.0,4.187565070492545,-7.30175013102988e-05,24.755442874106787,0.0,0.003,24.0,927.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 08:22:44.328,5.0,4.188438430915413,0.00039773220670478884,24.676120049044766,0.0,0.003,24.0,936.0,937.0,0.0,0.0,0.0,1.8346455082120419,1.8346455082120419
5.0,2008-04-03 10:10:39.656,6.0,3.9904917982894452,1.5097686071914245,26.513157145360147,1.5,4.731,24.0,332.0,952.0,0.0,0.0,190.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 10:36:31.422,6.0,4.182671083173039,1.5107121500429126,28.482135951749616,1.498,4.926,24.0,494.0,952.0,0.0,0.0,190.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 11:15:29.031,6.0,4.206103920720186,0.2404443761806068,25.63375078871887,0.239,4.337,24.0,665.0,952.0,0.0,0.0,190.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:05:25.594,6.0,4.2062141720280275,0.043947437785450794,24.531584499334055,0.046,4.245,24.0,837.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:11:44.375,6.0,4.205637682372423,0.03425606677000213,24.510207818197575,0.035,4.24,24.0,856.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:18:09.203,6.0,4.206424434526772,0.033915571312539194,24.45278608785196,0.034,4.24,24.0,875.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:24:38.984,6.0,4.206925633983094,0.02835710075583205,24.425519565959437,0.031,4.24,24.0,894.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:31:24.938,6.0,4.1828758403163135,0.001299420047183937,25.068929537036812,-0.002,0.003,24.0,913.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:37:48.281,6.0,4.188368987165016,-0.0010869056849227075,24.801028601853126,0.0,0.003,24.0,932.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:40:55.438,6.0,4.188779638116848,-0.005302931628043966,24.708576861823204,0.0,0.003,24.0,941.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 12:44:27.750,6.0,4.188694683535447,-0.004005811494190473,24.634213014325965,0.0,0.003,24.0,951.0,952.0,0.0,0.0,0.0,1.8356616600675495,1.8356616600675495
5.0,2008-04-03 14:32:50.000,7.0,3.9897119529209184,1.5094003940095548,26.625677712617303,1.498,4.726,24.0,332.0,952.0,0.0,0.0,190.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 14:58:41.734,7.0,4.182178058625248,1.513147551827749,28.59795125383345,1.5,4.921,24.0,494.0,952.0,0.0,0.0,190.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 15:37:39.078,7.0,4.206430180587087,0.23894966552567234,25.734039933888184,0.239,4.337,24.0,665.0,952.0,0.0,0.0,190.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 16:27:36.469,7.0,4.206247792705905,0.04581982656143877,24.62797878504112,0.046,4.245,24.0,837.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 16:33:54.250,7.0,4.205621039904745,0.03510512057188457,24.59758068081803,0.034,4.24,24.0,856.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 16:40:18.094,7.0,4.206304569876668,0.03330477756277592,24.556892461271765,0.032,4.24,24.0,875.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 16:46:47.687,7.0,4.207167427992933,0.03331849875200027,24.535224288657034,0.031,4.24,24.0,894.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 16:53:33.000,7.0,4.187070584841288,-0.002648060112195972,25.032393696965695,0.0,0.003,24.0,913.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 16:59:55.391,7.0,4.188488365962342,-0.0007145885727992255,24.828062890150953,0.0,0.003,24.0,932.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 17:03:01.609,7.0,4.18854455191534,0.00042856578671442104,24.75665220282799,0.0,0.003,24.0,941.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 17:06:33.219,7.0,4.188638651396802,0.00037985024501556414,24.70447199077869,0.0,0.003,24.0,951.0,952.0,0.0,0.0,0.0,1.8351461429226603,1.8351461429226603
5.0,2008-04-03 18:53:25.937,8.0,3.981254588240867,1.5094376037169777,26.595117454723304,1.5,4.721,24.0,321.0,920.0,0.0,0.0,190.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 19:17:37.953,8.0,4.151645507255501,1.5095163812038686,28.311335243166006,1.5,4.893,24.0,477.0,920.0,0.0,0.0,190.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 19:54:12.375,8.0,4.205226780272485,0.2881068094361591,26.084269584050226,0.286,4.359,24.0,643.0,920.0,0.0,0.0,190.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 20:40:47.640,8.0,4.206037379230279,0.05555711970754381,24.760832601443987,0.057,4.25,24.0,809.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 20:46:27.515,8.0,4.205989410798946,0.04511733688967173,24.696260877708603,0.046,4.245,24.0,827.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 20:52:16.578,8.0,4.205520824651871,0.03435855894881322,24.640802646423907,0.035,4.24,24.0,845.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 20:58:41.953,8.0,4.2058504734553255,0.03375790681978191,24.60246530139661,0.034,4.24,24.0,864.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 21:04:43.187,8.0,4.206829311976681,0.031650041325413755,24.578945170476004,0.032,4.24,24.0,882.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 21:11:19.093,8.0,4.207727282424648,0.032512267080293894,24.54795753529424,0.031,4.24,24.0,901.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 21:14:31.062,8.0,4.1841361852254515,-0.001747783084868308,25.16056294275122,0.0,0.003,24.0,910.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 21:17:34.687,8.0,4.1877086746418675,-0.003278950675561212,25.015446088155624,0.0,0.003,24.0,919.0,920.0,0.0,0.0,0.0,1.8257567905665537,1.8257567905665537
5.0,2008-04-03 23:03:04.016,9.0,3.981767523263624,1.5106090516310988,26.647463917037495,1.5,4.721,24.0,321.0,921.0,0.0,0.0,190.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-03 23:27:25.016,9.0,4.15616929425374,1.5123287583655847,28.304635743730152,1.498,4.893,24.0,478.0,921.0,0.0,0.0,190.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 00:04:03.250,9.0,4.20553827136098,0.2871097702695674,26.0106215944779,0.285,4.359,24.0,644.0,921.0,0.0,0.0,190.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 00:50:25.734,9.0,4.206370627293519,0.05796593361025214,24.71147520866902,0.057,4.25,24.0,809.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 00:56:25.234,9.0,4.205770623334238,0.04447923331685054,24.657415327072403,0.046,4.245,24.0,828.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 01:02:16.812,9.0,4.205303657181234,0.035736182368555504,24.619481227927505,0.035,4.24,24.0,846.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 01:08:44.141,9.0,4.206398994105424,0.03233061759145617,24.569922502848733,0.034,4.24,24.0,865.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 01:14:45.672,9.0,4.206930830908525,0.03361693152854132,24.538213990773066,0.031,4.24,24.0,883.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 01:21:21.312,9.0,4.185270342311581,-0.0012165464718501757,25.09732601208704,0.0,0.003,24.0,902.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 01:24:33.391,9.0,4.187839369147116,-0.0006759729305491754,24.960693097075765,0.0,0.003,24.0,911.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 01:27:35.406,9.0,4.188512669392655,-0.00015284264715726298,24.86129216091919,0.0,0.003,24.0,920.0,921.0,0.0,0.0,0.0,1.8247738529891333,1.8247738529891333
5.0,2008-04-04 03:12:44.828,10.0,3.9816902052676735,1.5110571229309235,26.59148195857578,1.5,4.721,24.0,321.0,921.0,0.0,0.0,190.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 03:37:08.860,10.0,4.156841531804787,1.5087831233646758,28.262754245519027,1.5,4.899,24.0,478.0,921.0,0.0,0.0,190.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 04:13:52.391,10.0,4.20587619777771,0.2844854660199669,25.92427224106378,0.285,4.359,24.0,644.0,921.0,0.0,0.0,190.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:00:17.375,10.0,4.206393959386572,0.056372855312715776,24.633057349154626,0.057,4.25,24.0,809.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:06:17.469,10.0,4.206268698455306,0.04842325007128432,24.571061847807243,0.046,4.245,24.0,828.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:12:09.110,10.0,4.205499485740986,0.03632501750615866,24.532650705565366,0.035,4.24,24.0,846.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:18:35.703,10.0,4.206284063201712,0.034004381752194626,24.49286847492806,0.034,4.24,24.0,865.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:24:37.391,10.0,4.2067187448408205,0.03043301610182844,24.45357331250244,0.032,4.24,24.0,883.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:31:14.000,10.0,4.183452148099722,-0.0009518407881781914,25.050284371900066,0.0,0.003,24.0,902.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:34:26.875,10.0,4.187800926318781,0.00021790752373687284,24.899645636738025,0.0,0.003,24.0,911.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 05:37:28.250,10.0,4.188642231288737,-7.740122851440965e-05,24.804853897903335,0.0,0.003,24.0,920.0,921.0,0.0,0.0,0.0,1.824613268496936,1.824613268496936
5.0,2008-04-04 07:22:39.155,11.0,3.9816844299528507,1.5103598499967512,26.499136717046113,1.498,4.721,24.0,321.0,920.0,0.0,0.0,190.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 07:46:50.312,11.0,4.155070469733442,1.5124202782401508,28.121756043623005,1.498,4.893,24.0,477.0,920.0,0.0,0.0,190.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 08:23:28.796,11.0,4.205938547370541,0.29069956647037093,25.847358842783777,0.286,4.359,24.0,643.0,920.0,0.0,0.0,190.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:09:53.218,11.0,4.206393572360216,0.05762588600718009,24.511670653344154,0.057,4.25,24.0,809.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:15:33.187,11.0,4.205909588145827,0.049769288890840674,24.46006699688374,0.046,4.245,24.0,827.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:21:21.124,11.0,4.205578184815058,0.038000572647822126,24.42122212780821,0.035,4.24,24.0,845.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:27:46.249,11.0,4.206212276786867,0.03494071884958533,24.392374929296736,0.034,4.24,24.0,864.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:33:47.671,11.0,4.2069522792096254,0.034288926433104716,24.3500072878055,0.032,4.24,24.0,882.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:40:22.312,11.0,4.185509927854775,-0.0020595398363751584,24.89799198298505,0.0,0.003,24.0,901.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:43:34.530,11.0,4.187686199194827,-0.0009483278043196914,24.748625987183146,-0.002,0.003,24.0,910.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 09:46:39.671,11.0,4.188499139829088,-0.001161888779248821,24.64105420165238,0.0,0.003,24.0,919.0,920.0,0.0,0.0,0.0,1.8246195526864504,1.8246195526864504
5.0,2008-04-04 11:31:12.188,12.0,3.979845076327162,1.5095863713554505,26.435618410558988,1.498,4.715,24.0,319.0,913.0,0.0,0.0,190.0,0.0,1.80210690024615
5.0,2008-04-04 11:55:09.047,12.0,4.148931050651431,1.5090403752724537,28.054734198718446,1.498,4.888,24.0,474.0,913.0,0.0,0.0,190.0,0.0,1.80210690024615
5.0,2008-04-04 12:31:13.094,12.0,4.205078806137984,0.3007106657830076,25.91943024014925,0.297,4.364,24.0,638.0,913.0,0.0,0.0,190.0,0.0,1.8030683142834096
5.0,2008-04-04 13:16:55.250,12.0,4.20592727913918,0.058486843531552916,24.61718731038125,0.057,4.25,24.0,802.0,913.0,0.0,0.0,0.0,0.0,1.8137521577549054
5.0,2008-04-04 13:22:58.250,12.0,4.20575947865804,0.04315895840808489,24.58181515231328,0.046,4.245,24.0,821.0,913.0,0.0,0.0,0.0,0.0,1.8030683142834096
5.0,2008-04-04 13:28:45.829,12.0,4.20554872940925,0.039203969679864226,24.530558665874633,0.035,4.24,24.0,839.0,913.0,0.0,0.0,0.0,0.0,1.8352625275821128
5.0,2008-04-04 13:34:48.594,12.0,4.20617609296107,0.037663174796313204,24.501791702588186,0.034,4.24,24.0,857.0,913.0,0.0,0.0,0.0,0.0,1.8352625275821128
5.0,2008-04-04 13:40:51.000,12.0,4.206711818804316,0.033565811285415026,24.465223685001416,0.032,4.24,24.0,875.0,913.0,0.0,0.0,0.0,0.0,1.8356616600675495
5.0,2008-04-04 13:47:20.516,12.0,4.2056248023745,0.012688758922364545,24.46091299518203,0.012,4.229,24.0,894.0,913.0,0.0,0.0,0.0,0.0,1.8356616600675495
5.0,2008-04-04 13:50:29.500,12.0,4.186205648177367,-0.0023433868930800615,25.02107214422762,0.0,0.003,24.0,903.0,913.0,0.0,0.0,0.0,0.0,1.8030683142834096
5.0,2008-04-04 13:53:43.610,12.0,4.187948562214486,-0.004328229468946464,24.88434656107144,0.0,0.003,24.0,912.0,913.0,0.0,0.0,0.0,0.0,1.8134404914735822
5.0,2008-04-04 15:29:36.969,13.0,3.994344172727402,1.510685628524762,27.114726122268255,1.498,4.731,24.0,313.0,897.0,0.0,0.0,190.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 15:52:33.969,13.0,4.178590315486588,1.5139272935002768,28.636258086099698,1.5,4.921,24.0,465.0,897.0,0.0,0.0,190.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 16:27:25.735,13.0,4.206165507479298,0.2883093642136201,25.955004889466508,0.284,4.359,24.0,627.0,897.0,0.0,0.0,190.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 17:10:48.594,13.0,4.206472822049307,0.056576854015841754,24.77179271504313,0.057,4.25,24.0,788.0,897.0,0.0,0.0,190.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 17:16:23.047,13.0,4.205805698832415,0.04858515951028021,24.726561171241983,0.046,4.245,24.0,806.0,897.0,0.0,0.0,0.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 17:22:03.422,13.0,4.205608726761328,0.03471037918688505,24.67964762809037,0.035,4.24,24.0,824.0,897.0,0.0,0.0,0.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 17:27:47.188,13.0,4.206163013899187,0.03486829753291263,24.646210054948458,0.034,4.24,24.0,842.0,897.0,0.0,0.0,0.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 17:33:46.000,13.0,4.206734760983185,0.032306438983537376,24.612734205752087,0.032,4.24,24.0,860.0,897.0,0.0,0.0,0.0,1.8142019357673917,1.8142019357673917
5.0,2008-04-04 17:39:43.860,13.0,4.130752079346285,0.0011757592349953532,24.927838842329344,-0.002,0.003,24.0,878.0,897.0,0.0,0.0,0.0,1.8142019357673917,1.8142019357673917
