battery_nb,datetime,charge_nb,voltage_measured,current_measured,temperature_measured,current_charge,voltage_charge,ambiant_temp,sample_step,total_step,discharge_nb,capacity,end_of_cc_step,rest_period,cc_capacity,cv_capacity
5.0,2008-04-18 22:54:00.843,22.0,3.0683685778510936,-3.398836643486512,25.54439244929604,-3.409,1.419,24.0,1.0,927.0,,,190.0,0.01719358800680966,0.4298853904583797,0.5052686579207352
5.0,2008-04-19 04:12:08.827,23.0,3.062344528295997,-3.4078891045691866,25.97689202836182,-3.414,1.425,24.0,1.0,924.0,,,190.0,0.017115173582566836,0.3523200042395454,0.5436472502145993
5.0,2008-04-19 09:29:55.234,24.0,3.0904138909445984,-3.464130250924988,25.563969403200467,-3.468,1.435,24.0,1.0,914.0,,,190.0,0.017095826641559814,0.2826269629017874,0.5515970105165507
5.0,2008-04-19 14:43:43.765,25.0,3.1140130371184864,-3.4935571241981895,25.31121061414239,-3.503,1.446,24.0,1.0,950.0,,,190.0,0.01688253596449687,0.19912407561184353,0.5772846663093669
5.0,2008-04-19 20:09:50.265,26.0,3.108464373403045,-3.4951011322233136,25.206944840888482,-3.501,1.446,24.0,1.0,916.0,,,190.0,0.01754423326755167,0.19387279604371108,0.5500645793671217
5.0,2008-04-20 01:22:56.468,27.0,3.099532736693632,-3.4904911773797043,25.217162335590515,-3.495,1.441,24.0,1.0,915.0,,,190.0,0.016844582712471776,0.17277302781048393,0.6567266328125221
5.0,2008-04-20 06:35:42.265,28.0,3.133150786659082,-3.5331810156551415,25.108379673971143,-3.539,1.452,24.0,1.0,942.0,,,190.0,0.016826285744487843,0.14485753376921595,0.6186736928611637
5.0,2008-04-20 11:57:11.265,29.0,3.119641559381448,-3.513207367229806,25.02143058992403,-3.519,1.446,24.0,1.0,939.0,,,190.0,0.017295413870534033,0.13309555607087653,0.7072446841582772
5.0,2008-04-20 17:17:46.562,30.0,3.117821882492223,-3.5054603250839507,25.01523750310712,-3.508,1.446,24.0,1.0,918.0,,,190.0,0.01724726126484741,0.12416781701079237,0.771032588263286
5.0,2008-04-20 22:31:20.562,31.0,3.148580175410883,-3.5490719760595026,25.040441905319135,-3.55,1.457,24.0,1.0,949.0,,,190.0,0.016869506794557898,0.11370660939868606,0.7400660693324873
5.0,2008-04-21 17:51:28.875,32.0,3.1580925982193535,-3.5621332354558053,25.62608734826874,-3.561,1.457,24.0,1.0,941.0,,,190.0,0.062414048533603335,0.10149044780308634,0.8141640661650222
5.0,2008-04-22 14:15:43.718,33.0,3.819395599301223,-4.4796596195981975,23.891944449677652,-4.468,1.668,24.0,1.0,582.0,,,190.0,0.06586302610192855,0.0,0.0
5.0,2008-04-22 17:04:55.718,34.0,3.0915429116168727,-3.44733089940877,25.793049074265742,-3.452,1.43,24.0,1.0,3659.0,,,190.0,0.009102755021704677,0.026195041319459923,0.8085776752011062
5.0,2008-04-22 21:56:23.968,35.0,3.1353563535730373,-3.4987231998771415,25.96183714424674,-3.498,1.441,24.0,1.0,3666.0,,,190.0,0.015680777729346614,0.02578145455868114,0.8537957849780967
5.0,2008-04-23 02:47:57.953,36.0,3.1610721465158074,-3.536407100583495,25.69622979562834,-3.539,1.452,24.0,1.0,3850.0,,,190.0,0.015685919996884977,0.02530180736095648,0.8586373498112121
5.0,2008-04-23 07:47:57.218,37.0,3.1817353485221376,-3.554660481050277,25.267825631935544,-3.552,1.457,24.0,1.0,3623.0,,,190.0,0.016138977528146494,0.024937099123873877,0.8520486944862661
5.0,2008-04-23 12:37:20.046,38.0,3.188736239230124,-3.559444964364823,25.281728233805513,-3.553,1.457,24.0,1.0,3819.0,,,190.0,0.015568318535066449,0.02418339925175064,0.8635279241410837
5.0,2008-04-23 17:35:45.328,39.0,3.1995494512602285,-3.5612026877917553,25.659656843122978,-3.557,1.457,24.0,1.0,3780.0,,,190.0,0.0160547080024171,0.02341073512487925,0.8508376177771216
5.0,2008-04-23 22:32:09.233,40.0,3.2162013536262384,-3.5948737369966377,25.421631792364554,-3.591,1.468,24.0,1.0,3605.0,,,190.0,0.015945875743131298,0.022865956035882488,0.8416646815126887
5.0,2008-04-24 03:20:25.921,41.0,3.223928529991111,-3.6018235936716247,25.276451990628246,-3.595,1.468,24.0,1.0,3826.0,,,190.0,0.015509014337161056,0.02324750474041732,0.8184003328703022
5.0,2008-04-24 08:18:44.203,42.0,3.239300973000498,-3.629064335057617,25.10732839202505,-3.622,1.473,24.0,1.0,3847.0,,,190.0,0.016048431477086924,0.02293124408048586,0.8173520516434057
5.0,2008-04-24 13:17:58.734,43.0,3.2364581942530544,-3.6131518500912776,25.399493733763997,-3.609,1.468,24.0,1.0,3789.0,,,190.0,0.01609886694470078,0.02238177961217491,0.8378696610948582
5.0,2008-04-24 18:14:31.499,44.0,3.24280663963839,-3.6294504437547443,25.98281406831714,-3.622,1.473,24.0,1.0,3696.0,,,190.0,0.015953820030906344,0.021846415113221197,0.8318583161314591
5.0,2008-04-24 23:06:36.718,45.0,3.247480792255816,-3.6549536807328544,26.005627834840354,-3.647,1.479,24.0,1.0,3666.0,,,190.0,0.015713925852908216,0.02185171750435886,0.8386722396315714
5.0,2008-04-25 17:02:38.219,46.0,3.2325525653503906,-3.6698120760048636,24.011556029781048,-3.671,1.484,24.0,1.0,3900.0,,,190.0,0.057888842340084866,0.02124594900474625,0.8938565836230861
5.0,2008-04-25 21:32:23.031,47.0,3.2460008786636303,-3.663267101527155,25.397671563349537,-3.655,1.479,24.0,1.0,3882.0,,,190.0,0.014512054640302021,0.9966506395200493,0.9630277552792147
5.0,2008-04-26 02:32:43.593,48.0,3.258925472084767,-3.6630644097478386,25.103270713950987,-3.655,1.479,24.0,1.0,3719.0,,,190.0,0.016158073408140315,0.0276586240634401,0.682712244827312
5.0,2008-04-26 07:25:25.578,49.0,3.2692690512059093,-3.6848694124104724,25.023575680044523,-3.677,1.484,24.0,1.0,3895.0,,,190.0,0.015746891957235245,0.027680977234414688,0.7029070664999646
5.0,2008-04-28 17:20:50.453,50.0,3.3033140359155366,-3.750655264382395,24.177462816178217,-3.742,1.5,24.0,1.0,3585.0,,,190.0,0.18697309427271375,0.027441176888399584,0.7263298752491545
5.0,2008-04-29 13:44:49.093,51.0,3.1336137688971912,-3.4572307856174196,28.13166286955645,-3.454,1.43,24.0,1.0,3642.0,,,190.0,0.06584849773908215,0.02500485979390547,0.8506052845321719
5.0,2008-04-29 18:34:13.156,52.0,3.194525311567972,-3.5412440147431115,27.252179922275953,-3.531,1.452,24.0,1.0,3752.0,,,190.0,0.015569425893463986,0.024449529216880678,0.8403214114012169
5.0,2008-04-29 23:28:22.781,53.0,3.222452894613076,-3.5744732232808083,26.44358691393415,-3.565,1.457,24.0,1.0,3523.0,,,190.0,0.015825474054369033,0.024681804786345827,0.8240874744209624
5.0,2008-04-30 04:11:55.578,54.0,3.235623629031344,-3.61089870293044,26.085214001337505,-3.603,1.468,24.0,1.0,3830.0,,,190.0,0.01525446447251697,0.0241385629908289,0.8394718914029409
5.0,2008-04-30 09:09:34.781,55.0,3.253161660922962,-3.639611422840837,25.808839905082884,-3.631,1.473,24.0,1.0,3598.0,,,190.0,0.01601339142946151,0.023530213376260146,0.8385280148190112
5.0,2008-04-30 13:56:32.405,56.0,3.2592554494686565,-3.631031388483906,26.016893105747478,-3.618,1.468,24.0,1.0,3694.0,,,190.0,0.015438121880203208,0.02357283098689681,0.839772036477217
5.0,2008-04-30 18:47:59.875,57.0,3.2649322937796708,-3.652558047852112,26.101878975372422,-3.647,1.473,24.0,1.0,3763.0,,,190.0,0.01568007834509554,0.020716111931141222,0.8528445674590471
5.0,2008-04-30 23:42:29.735,58.0,3.279483281471355,-3.6543670254141096,25.934393065926137,-3.647,1.473,24.0,1.0,3895.0,,,190.0,0.015843617695805615,0.9979795768705799,0.9700350302754095
5.0,2008-05-01 04:43:00.203,59.0,3.291206125801604,-3.671875049505212,25.793608165577233,-3.658,1.479,24.0,1.0,3893.0,,,190.0,0.016166955588128987,0.02189377472938927,0.781474570793268
5.0,2008-05-01 09:43:20.921,60.0,3.2971153140129523,-3.672509218918276,25.66286004251001,-3.658,1.479,24.0,1.0,3848.0,,,190.0,0.016158213284990532,0.021949885645984674,0.8044325426651073
5.0,2008-05-01 14:41:44.062,61.0,3.300542688148963,-3.6974959048887244,26.063514286795737,-3.69,1.484,24.0,1.0,3813.0,,,190.0,0.016052788282312536,0.021556988783649405,0.8162409684743654
5.0,2008-05-01 19:38:20.530,62.0,3.3051034396902876,-3.6992236317763525,26.084786478306427,-3.688,1.484,24.0,1.0,3865.0,,,190.0,0.01595714031280601,0.020946234073680098,0.8224182042201069
5.0,2008-05-02 00:37:24.812,63.0,3.3082686726641857,-3.7091773352591484,26.048023991474274,-3.694,1.489,24.0,1.0,3517.0,,,190.0,0.01608967721497093,0.02075093000590968,0.8280093175116848
5.0,2008-05-02 05:20:27.234,64.0,3.3175201646841104,-3.7157585852195676,25.913186327764226,-3.701,1.489,24.0,1.0,3691.0,,,190.0,0.01522722883581639,0.020365290274692343,0.8326604053557848
5.0,2008-05-02 10:11:34.437,65.0,3.325912676457561,-3.740291077407621,25.670300613990186,-3.724,1.495,24.0,1.0,3851.0,,,190.0,0.01566190601097173,0.02004881180196994,0.816770162104166
5.0,2008-05-02 15:09:49.374,66.0,3.3224316122949804,-3.7401919874760297,26.163135674750475,-3.731,1.495,24.0,1.0,3885.0,,,190.0,0.016045432194625574,0.019877048901100487,0.8432364648621482
5.0,2008-05-02 20:28:28.281,67.0,3.323183986237931,-3.7337806887974363,26.418110708316668,-3.72,1.495,24.0,1.0,3765.0,,,190.0,0.017142900581536124,0.019254016909974525,0.835356058753354
5.0,2008-05-03 00:50:54.687,68.0,3.334317071119612,-3.741021320410516,26.135889759016457,-3.731,1.495,24.0,1.0,3643.0,,,190.0,0.014118959445459088,0.018819622297226016,0.8295545387773503
5.0,2008-05-03 05:39:36.483,69.0,3.334898622378469,-3.7399805018111114,25.996856556284616,-3.728,1.495,24.0,1.0,3827.0,,,190.0,0.015531527336873917,0.018803391139887892,0.8402982809415475
5.0,2008-05-03 10:36:38.281,70.0,3.3402795328318953,-3.754749438788794,25.864858932159667,-3.743,1.5,24.0,1.0,3768.0,,,190.0,0.015979852368036486,0.01827977770407684,0.8320210155995613
5.0,2008-05-03 15:30:44.140,71.0,3.3409888939684156,-3.752539379854498,25.911655422179013,-3.74,1.5,24.0,1.0,3753.0,,,190.0,0.0158220972837414,0.018428229089888074,0.8374298400508197
5.0,2008-05-03 20:24:23.812,72.0,3.3428891919042925,-3.756495517193588,25.971081235943696,-3.745,1.5,24.0,1.0,3550.0,,,190.0,0.015798616802481215,0.01770078256918422,0.8365109804304772
5.0,2008-05-04 01:08:32.140,73.0,3.3438818828882586,-3.744765382806153,25.984228041623368,-3.731,1.495,24.0,1.0,3874.0,,,190.0,0.01528632321844646,0.01744604436978721,0.8407972008873175
5.0,2008-05-04 06:07:32.108,74.0,3.3442903966987885,-3.7512382618887,25.971320442826137,-3.735,1.5,24.0,1.0,3863.0,,,190.0,0.016085809082074586,0.0177916129362775,0.814187563800085
5.0,2008-05-04 11:06:04.625,75.0,3.348561399462872,-3.7608845310314725,25.903388983521225,-3.743,1.5,24.0,1.0,3851.0,,,190.0,0.01606119523966907,0.017587883732626333,0.8127329711265211
5.0,2008-05-04 16:03:57.859,76.0,3.349401479431822,-3.749853410240243,25.942331420119395,-3.735,1.5,24.0,1.0,3871.0,,,190.0,0.016025972276162606,0.01670369763947817,0.8107135540022484
5.0,2008-05-04 21:02:43.750,77.0,3.3484111036158017,-3.7606437069615724,25.919881081173507,-3.75,1.5,24.0,1.0,3869.0,,,190.0,0.016073186989635606,0.0168845306241628,0.8183447826531949
5.0,2008-05-05 02:01:20.390,78.0,3.3526814727062533,-3.7624796093415975,25.830553539408072,-3.753,1.5,24.0,1.0,3730.0,,,190.0,0.016064892113088543,0.016522991377977452,0.8099770278697487
5.0,2008-05-05 06:53:40.953,79.0,3.3525209936945446,-3.75723296715059,25.783989978059207,-3.74,1.5,24.0,1.0,3866.0,,,190.0,0.01572768399643196,0.016252244086114826,0.8071084382701004
5.0,2008-05-05 17:40:19.171,80.0,3.3543970686874927,-3.7704870056407627,24.431735503792744,-3.754,1.5,24.0,1.0,3833.0,,,190.0,0.03478828543466241,0.016184205068247838,0.8167970840531742
5.0,2008-05-05 22:05:34.984,81.0,3.3434425218637385,-3.7920672983852324,26.085282534775775,-3.785,1.506,24.0,1.0,3869.0,,,190.0,0.014270857634974644,0.016092596253195708,0.8302398966767884
5.0,2008-05-06 03:03:55.952,82.0,3.3483684039657065,-3.780997640483466,25.49925581748692,-3.77,1.506,24.0,1.0,3862.0,,,190.0,0.016050839869520758,0.01582530418693228,0.8165752021741233
5.0,2008-05-06 08:02:07.624,83.0,3.350035915668947,-3.7785963302065984,25.295876451679263,-3.767,1.506,24.0,1.0,3643.0,,,190.0,0.016042504643882287,0.015353659179623695,0.8027026811536572
5.0,2008-05-06 12:50:23.297,84.0,3.3513347692589686,-3.7792507114042633,25.569974559424157,-3.767,1.506,24.0,1.0,3861.0,,,190.0,0.01550810424098818,0.01528808379162992,0.8039779559113235
5.0,2008-05-06 17:48:37.406,85.0,3.3506128503723054,-3.7809289932617984,26.149705641230796,-3.77,1.506,24.0,1.0,3862.0,,,190.0,0.016044689771343663,0.014984929645639425,0.8109876912537255
5.0,2008-05-06 22:46:42.922,86.0,3.350128688133216,-3.7769672465646154,26.211312523757364,-3.772,1.506,24.0,1.0,3806.0,,,190.0,0.016036984888177633,0.015266163545320222,0.8098985650105069
5.0,2008-05-07 03:42:18.250,87.0,3.3508280926830882,-3.7814796718164394,26.0481747463037,-3.77,1.506,24.0,1.0,3607.0,,,190.0,0.01590231934727931,0.014921362722946337,0.8126106860672148
5.0,2008-05-07 08:28:37.016,88.0,3.3506354280123993,-3.7861373580329056,25.77784990831346,-3.775,1.506,24.0,1.0,3857.0,,,190.0,0.015403279991448932,0.01463897668370913,0.8086496782772398
5.0,2008-05-07 13:26:16.233,89.0,3.350922144041792,-3.7861841057200616,25.505590609662757,-3.777,1.506,24.0,1.0,3857.0,,,190.0,0.016013403982512168,0.014753601124543485,0.7541374284364979
5.0,2008-05-07 18:23:57.187,90.0,3.35125780661867,-3.791529502108569,26.03292631610852,-3.785,1.506,24.0,1.0,3833.0,,,190.0,0.016014961457440528,0.014554429912362943,0.7837587854728614
5.0,2008-05-07 23:20:37.015,91.0,3.3528581730372933,-3.793788356541067,26.248538449555465,-3.785,1.506,24.0,1.0,3855.0,,,190.0,0.01596015304496449,0.014404995286659342,0.7783095274875954
5.0,2008-05-09 17:26:54.515,92.0,3.354145458071941,-3.798804009542813,24.47493129096493,-3.786,1.506,24.0,1.0,3862.0,,,190.0,0.13591143117636334,0.014428367568808146,0.7957592122750687
5.0,2008-05-09 21:53:02.765,93.0,3.348015808348912,-3.7814302641150186,26.737084642073857,-3.773,1.506,24.0,1.0,3773.0,,,190.0,0.014317875086222983,0.014206653051374054,0.8262870677127949
5.0,2008-05-10 02:46:41.234,94.0,3.3529759174446823,-3.7704677067191414,26.610424739682873,-3.761,1.506,24.0,1.0,3827.0,,,190.0,0.0157975381367709,0.014133528477793115,0.7948079943670133
5.0,2008-05-10 07:42:48.875,95.0,3.3552183107405935,-3.7856876338390446,26.374908082684126,-3.772,1.506,24.0,1.0,3864.0,,,190.0,0.01593129268484987,0.014109757590667005,0.7833693321801487
5.0,2008-05-10 12:40:32.406,96.0,3.3540567989886063,-3.7831325853036097,26.180097580771555,-3.777,1.506,24.0,1.0,3817.0,,,190.0,0.016017272115408508,0.01378262732548489,0.7948208431200473
5.0,2008-05-10 17:36:15.609,97.0,3.3543202199580766,-3.792785768996613,26.107491731702137,-3.78,1.506,24.0,1.0,3822.0,,,190.0,0.015909380438275757,0.012644820817157816,0.7976317841225008
5.0,2008-05-10 22:32:05.437,98.0,3.3538194889943185,-3.8005026292725193,26.17856573573369,-3.791,1.511,24.0,1.0,3857.0,,,190.0,0.01591532072117753,0.013721035941902432,0.7911760740758076
5.0,2008-05-11 03:29:32.906,99.0,3.3536880148349315,-3.7962708461734964,26.1939887276884,-3.786,1.506,24.0,1.0,3694.0,,,190.0,0.016002870179715186,0.01246487097837506,0.7958557269158041
5.0,2008-05-11 08:19:30.453,100.0,3.353396374532837,-3.7967349999162745,26.18606544497643,-3.789,1.511,24.0,1.0,3856.0,,,190.0,0.01559944920405764,0.013533743893946674,0.7911706192954379
5.0,2008-05-11 13:16:41.140,101.0,3.354434207234332,-3.7954231603196398,26.16512159204002,-3.789,1.511,24.0,1.0,3853.0,,,190.0,0.01598782265855933,0.013061909953158124,0.7820980082963166
5.0,2008-05-11 18:13:53.672,102.0,3.354272833395381,-3.790160126869453,26.21303886441532,-3.778,1.506,24.0,1.0,3853.0,,,190.0,0.01598947697130707,0.013131157385337855,0.78087919378343
5.0,2008-05-11 23:10:58.438,103.0,3.3532627894758096,-3.7995718720122174,26.213417194169665,-3.786,1.511,24.0,1.0,3692.0,,,190.0,0.015982513614776477,0.013070913976493558,0.7754177172924477
5.0,2008-05-12 04:00:35.218,104.0,3.353429498656367,-3.7990338355492006,26.17152741815063,-3.789,1.511,24.0,1.0,3852.0,,,190.0,0.015580828546695962,0.012885593141492707,0.7742890661737705
5.0,2008-05-12 16:11:13.640,105.0,3.3525780744031093,-3.8037651552224965,24.963947757408594,-3.797,1.511,24.0,1.0,3574.0,,,190.0,0.03930756658826919,0.01284368566044315,0.783279148970216
5.0,2008-05-12 20:23:54.297,106.0,3.3528818658863946,-3.7880092299940564,26.894600101676172,-3.785,1.511,24.0,1.0,3771.0,,,190.0,0.013593749668941309,0.010590505914738165,0.8230744400749632
5.0,2008-05-13 01:16:54.343,107.0,3.3549736761488096,-3.780497203202185,26.709357685416794,-3.773,1.506,24.0,1.0,3531.0,,,190.0,0.015763086289233574,0.012480541812193643,0.7863358101904723
5.0,2008-05-13 05:58:53.327,108.0,3.353783910785033,-3.78354069112842,26.53965606444316,-3.775,1.506,24.0,1.0,3696.0,,,190.0,0.015170347376688443,0.012357059232265315,0.7716477668027647
5.0,2008-05-13 10:47:04.375,109.0,3.352797565070414,-3.786992198738482,26.29979853411413,-3.777,1.506,24.0,1.0,3851.0,,,190.0,0.015503957251037887,0.012463799294551981,0.7125444221149291
5.0,2008-05-13 15:43:43.827,110.0,3.3534938324434367,-3.779886472168926,26.381522053429585,-3.77,1.506,24.0,1.0,3572.0,,,190.0,0.015959815905889616,0.012459745777084804,0.7158366644391262
5.0,2008-05-13 20:27:31.640,111.0,3.351842602525664,-3.795520340383196,26.70552377547617,-3.785,1.511,24.0,1.0,3822.0,,,190.0,0.01526792851599667,0.012205483207544734,0.7239437727235472
5.0,2008-05-14 01:22:37.234,112.0,3.352784743728,-3.7930416938652813,26.724760998615963,-3.785,1.511,24.0,1.0,3850.0,,,190.0,0.01587565846096968,0.011975000982498355,0.7351132163565125
5.0,2008-05-14 06:19:00.094,113.0,3.3525597572322092,-3.784631939017424,26.335196726754017,-3.777,1.506,24.0,1.0,3848.0,,,190.0,0.015944938747564148,0.011972654844322998,0.7266432769974515
5.0,2008-05-14 11:15:15.139,114.0,3.3516897442147413,-3.7881526416328097,26.370102538350135,-3.783,1.506,24.0,1.0,3557.0,,,190.0,0.015937931455356248,0.011985346309986728,0.7225059537441555
5.0,2008-05-14 15:58:15.890,115.0,3.3517133635514114,-3.787652905735484,26.644072251679557,-3.78,1.506,24.0,1.0,3849.0,,,190.0,0.01522573053955543,0.011924928719870562,0.7337224549332737
5.0,2008-05-14 20:54:33.218,116.0,3.3514036655318793,-3.7934031719292136,26.848456088685303,-3.783,1.511,24.0,1.0,3847.0,,,190.0,0.01593997849926036,0.011801593562881796,0.7253739235404599
5.0,2008-05-15 01:50:40.546,117.0,3.3518264434107543,-3.7849188788658266,26.638278976089442,-3.777,1.506,24.0,1.0,3846.0,,,190.0,0.015931012034502968,0.011735117829329362,0.7207004132505449
5.0,2008-05-15 06:46:40.984,118.0,3.3507643062775467,-3.7833729238324505,26.441764237790125,-3.775,1.506,24.0,1.0,3843.0,,,190.0,0.015924834140285126,0.01171088429836122,0.7282238454954715
5.0,2008-05-15 11:42:31.327,119.0,3.3505766058453985,-3.7783214303674972,26.349457659016014,-3.77,1.506,24.0,1.0,3735.0,,,190.0,0.015915782494112535,0.011490675613205471,0.7216219413236326
5.0,2008-05-15 16:33:26.624,120.0,3.350429078451017,-3.7757654753765975,26.657814972656336,-3.767,1.506,24.0,1.0,3622.0,,,190.0,0.01565123053803158,0.011462539729637925,0.7317796163409466
5.0,2008-05-15 21:19:15.703,121.0,3.3519051164645437,-3.784466502357455,27.00363937769836,-3.773,1.506,24.0,1.0,3602.0,,,190.0,0.015376661247523663,0.011266338615608227,0.7274752276033167
5.0,2008-05-16 18:44:01.390,122.0,3.3517957395366507,-3.803491370652066,25.914298245084634,-3.789,1.511,24.0,1.0,3678.0,,,190.0,0.06911860957848749,0.011156038023804174,0.7555904909140925
5.0,2008-05-16 23:00:34.984,123.0,3.351648116958036,-3.789079576736508,27.04371390914814,-3.783,1.506,24.0,1.0,3811.0,,,190.0,0.013802611809060578,0.010971715070570503,0.7757071769171779
5.0,2008-05-17 03:54:51.609,124.0,3.3520081728180475,-3.772572137699855,26.585070204662035,-3.769,1.506,24.0,1.0,3782.0,,,190.0,0.015831750579699207,0.0110457244495252,0.7025335193640186
5.0,2008-05-17 08:47:49.250,125.0,3.350690235802344,-3.7726433109881365,26.293860602152204,-3.759,1.506,24.0,1.0,3843.0,,,190.0,0.01576092985445942,0.011247639043678672,0.7051564033102524
5.0,2008-05-17 13:43:34.749,126.0,3.3498557087920315,-3.77909637061834,26.221024810486167,-3.772,1.506,24.0,1.0,3811.0,,,190.0,0.015911439138584053,0.010747173454827756,0.7097769916635326
5.0,2008-05-17 18:37:58.062,127.0,3.3487260291497885,-3.7805927268861135,26.204379237175843,-3.775,1.506,24.0,1.0,3832.0,,,190.0,0.01583774735132895,0.010859320052235343,0.7183240445430452
5.0,2008-05-17 23:32:53.015,128.0,3.3472982873443136,-3.7967496368002682,26.211406709247466,-3.777,1.506,24.0,1.0,3820.0,,,190.0,0.01586611724582134,0.01093555451404561,0.7170442645099623
5.0,2008-05-18 04:27:22.234,129.0,3.346522932588962,-3.7808181797700295,26.115398024954462,-3.772,1.506,24.0,1.0,3841.0,,,190.0,0.01584304294541467,0.010938146266330473,0.7187340965074953
5.0,2008-05-18 09:22:53.515,130.0,3.347387991583747,-3.7726316335985777,25.979776339246165,-3.767,1.506,24.0,1.0,3585.0,,,190.0,0.015898690618991997,0.010727308663188457,0.7196604076270263
5.0,2008-05-18 14:06:42.452,131.0,3.344476114789535,-3.79156342857451,25.970449393427973,-3.785,1.511,24.0,1.0,3762.0,,,190.0,0.015268936346635401,0.010727596773970918,0.7039938267865111
5.0,2008-05-18 18:58:15.093,132.0,3.345621909727096,-3.7824454903358253,25.9906990769428,-3.778,1.506,24.0,1.0,3837.0,,,190.0,0.015684714904021582,0.010686616908587614,0.7239171226696418
5.0,2008-05-18 23:53:36.250,133.0,3.344250467904019,-3.794059988721768,25.988383894760428,-3.788,1.511,24.0,1.0,3834.0,,,190.0,0.015889612970071614,0.010425400130612161,0.7259850845278082
